user_id,age,learning_level,career_goal,skills_match_with_career,job_relevance_score,progress_percentage,quiz_scores,available_study_hours,course_recommendation_match,hiring_demand_score,weekly_study_hours,preferred_learning_style,past_course_completions,self_assessment_score,peer_feedback_score,learning_retention_score,market_demand_for_role,salary_expectation_vs_market,internships_completed,ai_suggested_study_hours,next_best_course,networking_score,completion_status,effective_study_time,career_readiness_score,learning_effectiveness_score,learning_effectiveness
281,-1.1017579341374453,1,0,2.0722664517316995,2.5645616460262968,-0.9357008446848208,-0.9009665786266638,-0.5428744206239208,2.1096734952682072,1.9093868982805475,-0.5428744206239206,1,-0.8443975648991165,-1.2702961069264338,-1.2702961069264338,-1.2702961069264338,-1.2702961069264318,-1.2464895767991468,-0.6614023310173999,-0.5428744206239209,3,1.925001247464292,1,-0.6550104936587658,0.0832157788015328,-0.7528145836992604,0.2817819139770019
1423,0.2960988676220344,0,2,-0.16355494829620865,-0.08575233164774526,-0.9923732009607455,-1.0678665733754553,0.9644797022188536,-0.19056136532425152,-0.17489577435027565,0.9644797022188543,1,-1.0940869116149028,0.4186094966132699,0.4186094966132702,0.4186094966132699,0.4186094966132714,0.4180058354804735,-1.366069325793081,0.9644797022188535,0,-0.347054080601982,0,0.9482957432666184,0.0832157788015328,-0.8218183509015314,0.1689704862942058
306,1.263845884224751,0,2,-0.8545190606215737,-0.7050992178461415,1.234459015178764,0.7380985799923124,1.4669310764997783,-0.9257957740455214,-1.0847730007310366,1.4669310764997783,2,-1.0940869116149028,-0.22757810987042296,-0.22757810987042323,-0.22757810987042296,-0.22757810987042232,-0.21884225372581634,1.452598653309643,1.4669310764997783,3,-0.8222203499049447,1,1.647172820900759,0.0832157788015328,1.7183794002969153,0.9138127737695002
485,-0.24153836382391933,2,0,-0.3746258663337086,-0.37552068833547825,-1.283091059935066,-1.324150239689788,0.9644797022188536,-0.3257743508308651,-0.032327337489865125,0.9644797022188543,1,-1.3437762583306894,0.8893205933890532,0.8893205933890531,0.8893205933890532,0.889320593389053,0.8819136225411031,-1.366069325793081,0.9644797022188535,1,-0.3509770515423909,0,0.9482957432666184,0.0832157788015328,-1.350917509672056,-0.003816710667352118
363,-0.6716481489806823,2,0,0.6721747117582091,0.4603314631240112,-1.3786130856663759,-1.4677987706361815,-0.04042304634299601,0.4267804652135298,-0.3963411882317888,-0.04042304634299584,1,1.4028065555429607,-0.4485618012759792,-0.4485618012759795,-0.4485618012759792,-0.44856180127597783,-0.4366320104548202,-1.366069325793081,-0.04042304634299608,3,1.0144167131341024,1,-0.20279591401314478,0.0832157788015328,-1.3440744179304884,-0.4218752845512539
715,-0.9942304878482545,2,5,0.8419836981404225,0.7267060892789868,0.8295765164944084,0.31460729450729036,-0.5428744206239208,1.1395343888472391,1.864612061924719,-0.5428744206239206,1,-0.34501887146754384,-1.2300673864689962,-1.230067386468996,-1.2300673864689962,-1.2300673864689944,-1.2068422924850069,1.452598653309643,-0.5428744206239209,5,0.33891104753350126,1,-0.6550104936587658,0.0832157788015328,0.8585888380060503,0.3001308158105405
1333,1.263845884224751,0,3,-0.4512040150572861,-0.41606997766014325,-0.1987222809223418,0.320830975670772,0.46202832793792875,-0.563982937974069,-0.8482392942119763,0.4620283279379289,1,-1.3437762583306894,0.29101399404238576,0.29101399404238637,0.29101399404238576,0.2910139940423863,0.29225450384202956,0.04326466375828109,0.46202832793792875,5,-0.8112447687202711,1,0.3316394982953162,0.0832157788015328,-0.03193338843349933,0.18878175658969534
1036,0.4036263139112251,0,1,-0.7644756940052753,-0.5397266644409608,-0.7654264824347952,-0.9388375789780841,-1.5477771691857705,-0.758444871375153,-0.5725937443319001,-1.54777716918577,1,1.652495902258747,0.3924585340972096,0.3924585340972085,0.3924585340972096,0.39245853409720977,0.3922328396164962,-0.6614023310173999,-1.5477771691857705,2,-0.8142636395852662,0,-1.3127771549614873,0.0832157788015328,-0.7983642742339746,-1.8928481787180802
894,-1.1017579341374453,1,4,0.07585098414638748,-0.23275138555692104,0.07346968845367699,-0.26274572649425276,1.4669310764997783,0.018772658875311352,-0.1783826489688252,1.4669310764997783,1,1.652495902258747,0.044496140351981656,0.04449614035198172,0.044496140351981656,0.04449614035198145,0.04929963670634816,0.04326466375828109,1.4669310764997783,4,0.49566185879450014,1,1.647172820900759,0.0832157788015328,0.3019960015421217,0.9711961693738059
467,0.9412635453571788,0,3,-0.6232279946678366,-0.4876339012997644,1.1483914399963573,1.3015545761264868,-1.5477771691857705,-0.5707511653398217,-0.3371849237974537,-1.54777716918577,2,0.1543598219640289,1.09139514001285,1.0913951400128494,1.09139514001285,1.0913951400128512,1.0810675332681736,0.747931658533962,-1.5477771691857705,1,-0.28925853996749346,0,-1.3127771549614873,0.0832157788015328,0.642500650651071,-0.8767278259584341
