user_id,age,learning_level,career_goal,skills_match_with_career,job_relevance_score,progress_percentage,quiz_scores,available_study_hours,course_recommendation_match,hiring_demand_score,weekly_study_hours,preferred_learning_style,past_course_completions,self_assessment_score,peer_feedback_score,learning_retention_score,market_demand_for_role,salary_expectation_vs_market,internships_completed,ai_suggested_study_hours,next_best_course,networking_score,completion_status,effective_study_time,career_readiness_score,learning_effectiveness_score,learning_effectiveness
281,-1.1017579341374453,1,0,2.0722664517316995,2.5645616460262968,-0.9357008446848208,-0.9009665786266638,-0.5428744206239208,0.6940451745379876,1.9093868982805475,-0.5428744206239206,1,-0.8443975648991165,-1.2702961069264338,-1.2702961069264338,-1.2702961069264338,-1.2702961069264318,-1.2464895767991468,-0.6614023310173999,-0.5428744206239209,0.18798955613577026,1.925001247464292,1,-0.6550104936587658,0.0832157788015328,-0.7528145836992604,0.2817819139770019
1423,0.2960988676220344,0,2,-0.1635549482962086,-0.0857523316477452,-0.9923732009607455,-1.067866573375455,0.9644797022188536,0.2135523613963039,-0.1748957743502756,0.9644797022188544,1,-1.0940869116149028,0.4186094966132699,0.4186094966132702,0.4186094966132699,0.4186094966132714,0.4180058354804735,-1.366069325793081,0.9644797022188536,0.09921671018276765,-0.347054080601982,0,0.9482957432666184,0.0832157788015328,-0.8218183509015314,0.1689704862942058
306,1.263845884224751,0,2,-0.8545190606215737,-0.7050992178461415,1.234459015178764,0.7380985799923124,1.4669310764997785,0.059548254620123184,-1.0847730007310366,1.4669310764997785,2,-1.0940869116149028,-0.2275781098704229,-0.2275781098704232,-0.2275781098704229,-0.2275781098704223,-0.2188422537258163,1.452598653309643,1.4669310764997785,0.7075718015665796,-0.8222203499049447,1,1.647172820900759,0.0832157788015328,1.7183794002969153,0.9138127737695002
485,-0.2415383638239193,2,0,-0.3746258663337086,-0.3755206883354782,-1.283091059935066,-1.324150239689788,0.9644797022188536,0.19301848049281312,-0.0323273374898651,0.9644797022188544,1,-1.3437762583306894,0.8893205933890532,0.8893205933890531,0.8893205933890532,0.889320593389053,0.8819136225411031,-1.366069325793081,0.9644797022188536,0.05483028720626631,-0.3509770515423909,0,0.9482957432666184,0.0832157788015328,-1.350917509672056,-0.0038167106673521
363,-0.6716481489806823,2,0,0.6721747117582091,0.4603314631240112,-1.378613085666376,-1.4677987706361817,-0.040423046342996,0.27515400410677615,-0.3963411882317888,-0.0404230463429958,1,1.4028065555429607,-0.4485618012759792,-0.4485618012759795,-0.4485618012759792,-0.4485618012759778,-0.4366320104548202,-1.366069325793081,-0.040423046342996,0.036553524804177576,1.0144167131341024,1,-0.2027959140131447,0.0832157788015328,-1.3440744179304884,-0.4218752845512539
715,-0.9942304878482544,2,5,0.8419836981404225,0.7267060892789868,0.8295765164944084,0.3146072945072903,-0.5428744206239208,0.48870636550308005,1.864612061924719,-0.5428744206239206,1,-0.3450188714675438,-1.2300673864689962,-1.230067386468996,-1.2300673864689962,-1.2300673864689944,-1.2068422924850069,1.452598653309643,-0.5428744206239209,0.6422976501305483,0.3389110475335012,1,-0.6550104936587658,0.0832157788015328,0.8585888380060503,0.3001308158105405
1333,1.263845884224751,0,3,-0.4512040150572861,-0.4160699776601432,-0.1987222809223418,0.320830975670772,0.4620283279379287,0.1190965092402464,-0.8482392942119763,0.4620283279379289,1,-1.3437762583306894,0.2910139940423857,0.2910139940423863,0.2910139940423857,0.2910139940423863,0.2922545038420295,0.043264663758281,0.4620283279379287,0.4151436031331593,-0.8112447687202711,1,0.3316394982953162,0.0832157788015328,-0.0319333884334993,0.1887817565896953
1036,0.4036263139112251,0,1,-0.7644756940052753,-0.5397266644409608,-0.7654264824347952,-0.938837578978084,-1.5477771691857705,0.1190965092402464,-0.5725937443319001,-1.54777716918577,1,1.652495902258747,0.3924585340972096,0.3924585340972085,0.3924585340972096,0.3924585340972097,0.3922328396164962,-0.6614023310173999,-1.5477771691857705,0.19843342036553524,-0.8142636395852662,0,-1.3127771549614873,0.0832157788015328,-0.7983642742339746,-1.89284817871808
894,-1.1017579341374453,1,4,0.0758509841463874,-0.232751385556921,0.0734696884536769,-0.2627457264942527,1.4669310764997785,0.21149897330595482,-0.1783826489688252,1.4669310764997785,1,1.652495902258747,0.0444961403519816,0.0444961403519817,0.0444961403519816,0.0444961403519814,0.0492996367063481,0.043264663758281,1.4669310764997785,0.391644908616188,0.4956618587945001,1,1.647172820900759,0.0832157788015328,0.3019960015421217,0.971196169373806
467,0.9412635453571788,0,3,-0.6232279946678366,-0.4876339012997644,1.1483914399963573,1.3015545761264868,-1.5477771691857705,0.14989733059548255,-0.3371849237974537,-1.54777716918577,2,0.1543598219640289,1.09139514001285,1.0913951400128494,1.09139514001285,1.0913951400128512,1.0810675332681736,0.747931658533962,-1.5477771691857705,0.6710182767624021,-0.2892585399674934,0,-1.3127771549614873,0.0832157788015328,0.642500650651071,-0.8767278259584341
269,0.1885714213328436,0,2,-0.5950492431398842,-0.4623899819216722,1.379467696227357,1.575259134978265,0.9644797022188536,0.13141683778234084,-0.5996749274684865,0.9644797022188544,1,0.1543598219640289,1.1694752849922936,1.1694752849922962,1.1694752849922936,1.1694752849922971,1.1580191656365113,0.747931658533962,0.9644797022188536,0.7127937336814621,-0.5167382948904566,0,0.9482957432666184,0.0832157788015328,1.444617588251044,1.0486839878178535
1273,0.6186812064896066,0,0,-0.0228584792975999,-0.1222951655077117,0.3603870959436146,-0.4401918844277981,-1.5477771691857705,0.24845995893223818,0.2148717847182278,-1.54777716918577,1,1.4028065555429607,-0.4894001357787587,-0.4894001357787583,-0.4894001357787587,-0.4894001357787554,-0.4768800979042009,0.747931658533962,-1.5477771691857705,0.4751958224543081,0.390072264045972,1,-1.3127771549614873,0.0832157788015328,0.1437849504404202,-1.2891654092493028
361,-0.6716481489806823,2,3,0.3724701783528772,0.1777983251779294,1.9879961422835255,0.6472760670610297,-0.5428744206239208,0.2854209445585215,0.1517815400226423,-0.5428744206239206,0,1.652495902258747,-0.551565097999419,-0.551565097999419,-0.551565097999419,-0.5515650979994171,-0.5381465737829949,1.452598653309643,-0.5428744206239209,0.7597911227154047,0.7220054155468758,1,-0.6550104936587658,0.0832157788015328,1.7472677215575991,0.0464581971330061
136,-0.6716481489806823,2,1,0.188625541364517,-0.1443147226432766,-1.442801639526789,-1.324501112056803,-0.5428744206239208,0.1950718685831622,-0.536895764345775,-0.5428744206239206,2,1.1531172088271744,-0.35190197546882,-0.3519019754688194,-0.35190197546882,-0.3519019754688186,-0.34136923421051,-1.366069325793081,-0.5428744206239209,0.04177545691906009,-0.0533140670865458,1,-0.6550104936587658,0.0832157788015328,-1.495869562783646,-0.9388851329941365
701,0.7262086527787973,0,2,0.1951192945564828,-0.1285392638922194,-0.0884308514256106,0.2000906216591651,-1.0453257949048456,0.25051334702258726,0.136664012752048,-1.045325794904846,2,-0.5947082181833302,-0.4715462867879262,-0.4715462867879261,-0.4715462867879262,-0.4715462867879229,-0.4592842952290907,0.043264663758281,-1.0453257949048451,0.4151436031331593,-0.1663536227067646,1,-1.0250042406415465,0.0832157788015328,0.1579723970004732,-0.5858026386490909
